no,sub,story,cond,res,res_corrected,scenes_xx,scenes_xz,scenes_final,group,segment_num,condition,no_char,flag
479,0619-2,3,7_p,"Jiyoon is frustrated with the outcome of her conversation with Elliot. So, she gets to Joan. Joan does not seem to pay much attention to Jiyoon, but Jiyoon insists on getting her word out there.","Jiyoon is frustrated with the outcome of her conversation with Elliot. So, she gets to Joan. Joan does not seem to pay much attention to Jiyoon, but Jiyoon insists on getting her word out there.",1 1 1 1,0,1 1 1 1,prediction,7,p,,
480,0629-1,3,7_p0,Bill begins to lecture his class. Jiyoon and Joan have a conversation about teaching.,Bill begins to lecture his class. Jiyoon and Joan have a conversation about teaching.,801 1,0,801 1,prediction,7,p0,,
481,0629-1,3,7_p,Jiyoon and Joan have a conversation about teaching.,Jiyoon and Joan have a conversation about teaching.,1,0,1,prediction,7,p,,
482,0522-1,3,8_r0,"Yaz is a younger prof in the english department who was recently given a new role. She finds ways to connect more with the new age of students, giving the assignments like ""tweeting"" the flashiest line from their readings. Elliot does not share the same outlook on his teaching","Yaz is a younger prof in the english department who was recently given a new role. She finds ways to connect more with the new age of students, giving the assignments like ""tweeting"" the flashiest line from their readings. Elliot does not share the same outlook on his teaching",0 0 64 1 ,64,0 0 64 1 ,retrodiction,8,r0,,
483,0522-1,3,8_r,"Lila is Bill's TA, trying to help him organize his curriculum to reach his students. ","Lila is Bill's TA, trying to help him organize his curriculum to reach his students. ",0,84,0,retrodiction,8,r,,
484,0522-3,3,8_r0,,,1,0,1,retrodiction,8,r0,,
485,0522-3,3,8_r,,,1 1 81 1,0 81,1 1 81 1,retrodiction,8,r,,
486,0523-2,3,8_r0,"Bill, Doodles.

Bill speaks to his daughter about the car getting impounded. Says he has a ride figured out.",Bill speaks to his daughter about the car getting impounded. Says he has a ride figured out.,1 1,0 81,1 1,retrodiction,8,r0,,
487,0523-2,3,8_r,Bill tells Lila what they are doing for class this week.,Bill tells Lila what they are doing for class this week.,1,0,1,retrodiction,8,r,,
488,0523-4,3,8_r0,"The Dean meets with Jiyoon about who should become the Melfield scholar, and Jiyoon suggests Yaz instead of Elliot. Elliot is sent to Yaz's office to do an evaluation on her current teaching methods.","The Dean meets with Jiyoon about who should become the Melfield scholar, and Jiyoon suggests Yaz instead of Elliot. Elliot is sent to Yaz's office to do an evaluation on her current teaching methods.",331 303 1,0,331 303 1,retrodiction,8,r0,,
489,0523-4,3,8_r,"Bill shows up at the end of class. which Lila has just taught since he wasn't there. Bill promises her that it won't happen again, and Lila isn't sure what to do.","Bill shows up at the end of class. which Lila has just taught since he wasn't there. Bill promises her that it won't happen again, and Lila isn't sure what to do.",801 1 1 1,0,801 1 1 1,retrodiction,8,r,,
490,0524-1,3,8_r0,Elliot looks over Yaz's syllabus and points out that she should restructure her class and the way she teaches certain important topics.,Elliot looks over Yaz's syllabus and points out that she should restructure her class and the way she teaches certain important topics.,1 1,0,1 1,retrodiction,8,r0,,
491,0524-1,3,8_r,Lila is frustrated at Bill for not being a good teacher.,Lila is frustrated at Bill for not being a good teacher.,1,0,1,retrodiction,8,r,,
492,0525-1,3,8_r0,"Characters: Yaz
Yaz is on the phone with friends/family after a long day of work and is discussing the frustrations she feels with her position and how her colleagues make her feel inferior.",Yaz is on the phone with friends/family after a long day of work and is discussing the frustrations she feels with her position and how her colleagues make her feel inferior.,1 1,0,1 1,retrodiction,8,r0,,
493,0525-1,3,8_r,"Lila nervously approaches Bill to let him know of the concerns she has received from students about his teaching. Bill basically ignores her complaints, and she has no choice but to take matters to a higher authority.","Lila nervously approaches Bill to let him know of the concerns she has received from students about his teaching. Bill basically ignores her complaints, and she has no choice but to take matters to a higher authority.",1 1 1,0,1 1 1,retrodiction,8,r,,
494,0526-1,3,8_r0,Yaz teaches a class and is trying to connect with her students,Yaz teaches a class and is trying to connect with her students,402,402,402,retrodiction,8,r0,,
495,0526-1,3,8_r,Lila gets upset with Bill for being late to class and leaving too much work for her,Lila gets upset with Bill for being late to class and leaving too much work for her,1 1,601 631,1 631,retrodiction,8,r,,
496,0526-3,3,8_r0,Dean wants Elliot to revise his methods by working with Yaz.,The Dean wants Elliot to revise his methods by working with Yaz.,1,501,1,retrodiction,8,r0,,
497,0526-3,3,8_r,Lila has problems with Bill's inability to show up to class and his syllabus. ,Lila has problems with Bill's inability to show up to class and his syllabus. ,1,631,631,retrodiction,8,r,,
498,0527-2,3,8_r0,Elliot and Joan discuss talking about Yaz's new influence.,Elliot and Joan discuss talking about Yaz's new influence.,1,0,1,retrodiction,8,r0,,
499,0527-2,3,8_r,Lila tries to help Bill with his work.,Lila tries to help Bill with his work.,1,553,1,retrodiction,8,r,,
500,0528-2,3,8_r0,The Dean discusses the English department with Jiyoon. ,The Dean discusses the English department with Jiyoon. ,305,331 305,305,retrodiction,8,r0,,
501,0528-2,3,8_r,Bill and Lila discuss their English class. ,Bill and Lila discuss their English class. ,1,0,1,retrodiction,8,r,,
502,0528-3,3,8_r0,"Elliot, a distinguished English scholar is brought in to determine whether Yaz should be given tenure. He also meets with Joan. The Dean expresses to Jiyoon that the English department is insufficient and unnecessary.","Elliot, a distinguished English scholar is brought in to determine whether Yaz should be given tenure. He also meets with Joan. The Dean expresses to Jiyoon that the English department is insufficient and unnecessary.",352 1 305,352,352 1 305,retrodiction,8,r0,,
503,0528-3,3,8_r,Bill and Lila meet to discuss the structure of the upcoming school year. Bill has nothing planned and Lila is concerned and frustrated.,Bill and Lila meet to discuss the structure of the upcoming school year. Bill has nothing planned and Lila is concerned and frustrated.,1 1 1,0 1,1 1 1,retrodiction,8,r,,
504,0612-1,3,8_r0,There is an English department meeting where there are professors from different generations that have different ways of teaching. Jiyoon defends bill.  ,There is an English department meeting where there are professors from different generations that have different ways of teaching. Jiyoon defends bill.  ,132 107,132 133,132 107,retrodiction,8,r0,,
505,0612-1,3,8_r,Bill tries to develop his class a bit more but not that hard. Lila is annoyed at his lack of ambition.,Bill tries to develop his class a bit more but not that hard. Lila is annoyed at his lack of ambition.,1 1,0,1 1,retrodiction,8,r,,
506,0613-1,3,8_r0,We see a scene of Jiyoon looking over how the teachers are teaching their classes.,We see a scene of Jiyoon looking over how the teachers are teaching their classes.,1,0,1,retrodiction,8,r0,,
507,0613-1,3,8_r,"Bill, as a fun teacher, is making jokes to Lila and basically going over what needs to be done. ","Bill, as a fun teacher, is making jokes to Lila and basically going over what needs to be done. ",1 1,0,1 1,retrodiction,8,r,,
508,0615-1,3,8_r0,"Lila, Doodles, and Dafna are talking to one another regarding Dafna giving Bill a ride home. ","Lila, Doodles, and Dafna are talking to one another regarding Dafna giving Bill a ride home. ",1 632,0,1 0,retrodiction,8,r0,,
509,0615-1,3,8_r,Bill and Lila have a meeting regarding her TA responsibilities but Bill doesn't give Lila much instruction as to what she should do.,Bill and Lila have a meeting regarding her TA responsibilities but Bill doesn't give Lila much instruction as to what she should do.,1 1,0,1 1,retrodiction,8,r,,
510,0616-1,3,8_r0,Elliot asks Yaz to help with assignments for his class. Yaz comes up with an assignment and Elliot is not pleased with it. ,Elliot asks Yaz to help with assignments for his class. Yaz comes up with an assignment and Elliot is not pleased with it. ,1 1 1,0,1 1 1,retrodiction,8,r0,,
511,0616-1,3,8_r,Bill asks Lila to grade assignments for the course. Lila is not pleased because she feels she is doing too much work.,Bill asks Lila to grade assignments for the course. Lila is not pleased because she feels she is doing too much work.,1 1,0,1 1,retrodiction,8,r,,
512,0619-1,3,8_r0,Elliot and Yaz are paired together as part of a teacher mentorship program. Elliot's old fashioned ideology begins to clash with Yaz from their first meeting.,Elliot and Yaz are paired together as part of a teacher mentorship program. Elliot's old fashioned ideology begins to clash with Yaz from their first meeting.,1 1,0,1 1,retrodiction,8,r0,,
513,0619-1,3,8_r,Lila has to pickup Bill's slack after he is called in front of the board and frequently misses class.,Lila has to pickup Bill's slack after he is called in front of the board and frequently misses class.,1 1 1,0,1 1 1,retrodiction,8,r,,
514,0706-1,3,8_r0,Elliot and Yaz aim for the same promotion. Elliot looks down on Yaz because of her identity and age. ,Elliot and Yaz aim for the same promotion. Elliot looks down on Yaz because of her identity and age. ,1 1,0,1 1,retrodiction,8,r0,,
515,0706-1,3,8_r,"Bill is removed from the position of Chair. Lila picks up Bill's slack at work. Elliot and Yaz aim for the same promotion. Elliot looks down on Yaz because of her identity and age.
","Bill is removed from the position of Chair. Lila picks up Bill's slack at work. Elliot and Yaz aim for the same promotion. Elliot looks down on Yaz because of her identity and age.
",1 1 1 1,61,61 1 1 1,retrodiction,8,r,,
516,0707-1,3,8_r0,Lila is helping Dafna and Doodles with their homework. They are waiting for Bill but he never shows up.,Lila is helping Dafna and Doodles with their homework. They are waiting for Bill but he never shows up.,1 1 1,0,1 1 1,retrodiction,8,r0,,
517,0707-1,3,8_r,"Lila is assigned as Bill's TA and they are at a meeting to discuss the upcoming course. Lila needs a comprehensive syllabus from Bill, but he acts negligent. ","Lila is assigned as Bill's TA and they are at a meeting to discuss the upcoming course. Lila needs a comprehensive syllabus from Bill, but he acts negligent. ",84 1 1 1,84,84 1 1 1,retrodiction,8,r,,
518,0707-2,3,8_r0,Joan complains to Jiyoon about her new office.,Joan complains to Jiyoon about her new office.,731,731,731,retrodiction,8,r0,,
519,0707-2,3,8_r,"Bill asks Lila about some of the students in the class, specifically Dafna.","Bill asks Lila about some of the students in the class, specifically Dafna.",1,0,1,retrodiction,8,r,,
520,0522-2,3,8_p0,,,1 1,0,1 1,prediction,8,p0,,
521,0522-2,3,8_p,,,1 1 69,1181,1 1 1,prediction,8,p,,
522,0523-1,3,8_p0,Bill comes into the scene and the class he was supposed to teach had already left; he goes to talk to Jiyoon about it,Bill comes into the scene and the class he was supposed to teach had already left; he goes to talk to Jiyoon about it,1 1,0,1 1,prediction,8,p0,,
523,0523-1,3,8_p,Bill comes into the scene and the class he was supposed to teach had already left; Lila tries to give Bill advice but Bill acts likes he has got it all together,Bill comes into the scene and the class he was supposed to teach had already left; Lila tries to give Bill advice but Bill acts likes he has got it all together,1 1,0,1 1,prediction,8,p,,
524,0523-3,3,8_p0,Jiyoon talks to Bill about his recent behavior. Jiyoon files a title IX case for Joan.,Jiyoon talks to Bill about his recent behavior. Jiyoon files a title IX case for Joan.,1 0,1031 1,1031 1,prediction,8,p0,,
525,0523-3,3,8_p,Lila confronts Bill about the fact that she is practically running his classes.,Lila confronts Bill about the fact that she is practically running his classes.,1 1,0,1 1,prediction,8,p,,
526,0523-5,3,8_p0,Bill returns to campus and meets with Jiyoon. Their interaction is awkward.,Bill returns to campus and meets with Jiyoon. Their interaction is awkward.,1 1 1,0,1 1 1,prediction,8,p0,,
527,0523-5,3,8_p,Bill finally arrives to class to find a flustered Lila waiting for him.,Bill finally arrives to class to find a flustered Lila waiting for him.,801 0,801,801 0,prediction,8,p,,
528,0524-2,3,8_p0,"Jiyoon finds Bill to talk to him about what's going on. There's sexual tension there, and Jiyoon gets flustered. Bill obviously likes her, but it is unclear if it is friendly or something more.","Jiyoon finds Bill to talk to him about what's going on. There's sexual tension there, and Jiyoon gets flustered. Bill obviously likes her, but it is unclear if it is friendly or something more.",1 1,1031,1031 1,prediction,8,p0,,
529,0524-2,3,8_p,"Bill stumbles into the classroom, and Lila is there alone after having taught the lecture alone. She is upset with him, but she is also sympathetic. He apologizes and claims it won't happen again.","Bill stumbles into the classroom, and Lila is there alone after having taught the lecture alone. She is upset with him, but she is also sympathetic. He apologizes and claims it won't happen again.",801 1 1 1,0,801 1 1 1,prediction,8,p,,
530,0525-2,3,8_p0,Jiyoon seriously considers what Joan said about Bill. Jiyoon tries to talk to Bill and it is still awkward. ,Jiyoon seriously considers what Joan said about Bill. Jiyoon tries to talk to Bill and it is still awkward. ,1 1,0,1 1,prediction,8,p0,,
531,0525-2,3,8_p,Jiyoon seriously considers what Joan said about Bill. Jiyoon tries to talk to Bill and it is still awkward. Lila is upset with Bill because he was so late. ,Jiyoon seriously considers what Joan said about Bill. Jiyoon tries to talk to Bill and it is still awkward. Lila is upset with Bill because he was so late. ,1 1 1,0,1 1 1,prediction,8,p,,
532,0526-2,3,8_p0,Jiyoon meets Bill in an awkward situation between ,Jiyoon meets Bill in an awkward situation between ,1,0,1,prediction,8,p0,,
533,0526-2,3,8_p,Bill enters the class and Lila tells him everyone left the class because they though he wouldn't show up.,Bill enters the class and Lila tells him everyone left the class because they though he wouldn't show up.,801 1,801 0,801 1,prediction,8,p,,
534,0527-1,3,8_p0,"Bill and Jiyoon have a discussion, and there is awkward romantic tension. Lila, his TA, is assigned to him as he prepares to teach his course for the semester.","Bill and Jiyoon have a discussion, and there is awkward romantic tension. Lila, his TA, is assigned to him as he prepares to teach his course for the semester.",1 1 0,1 1 1031,1031 1 1,prediction,8,p0,,
535,0527-1,3,8_p,"Bill and Lila meet to talk about the upcoming course that they will teach together. He begins teaching the course to a room full of students, but can't find the spark in himself that he used to have as a professor.","Bill and Lila meet to talk about the upcoming course that they will teach together. He begins teaching the course to a room full of students, but can't find the spark in himself that he used to have as a professor.",1 1 1,0,1 1 1,prediction,8,p,,
536,0528-1,3,8_p0,Jiyoon and the Dean have a conversation but it is awkward because his wife died. Bill and Lila talk about Bill missing the meeting. Yaz and Elliot chat about how to co-teach better.,Jiyoon and the Dean have a conversation but it is awkward because his wife died. Bill and Lila talk about Bill missing the meeting. Yaz and Elliot chat about how to co-teach better.,1 1 1 1,901,1 1 1 901,prediction,8,p0,,
537,0528-1,3,8_p,"Bill and Lila chat, and Bill shares that he is a mess because his daughter Doodles left for college. ","Bill and Lila chat, and Bill shares that he is a mess because his daughter Doodles left for college. ",1 1,0,1 1,prediction,8,p,,
538,0608-1,3,8_p0,Bill and Jiyoon will have a very awkward conversation as she meets him after his class is done.,Bill and Jiyoon will have a very awkward conversation as she meets him after his class is done.,1,0,1,prediction,8,p0,,
539,0608-1,3,8_p,"Lila will reprimand Bill for missing the class, and tell him to get his shit together just like his daughter did earlier.","Lila will reprimand Bill for missing the class, and tell him to get his shit together just like his daughter did earlier.",1 1,0,1 1,prediction,8,p,,
540,0608-2,3,8_p0,Bill and Jiyoon meet and have an awkward conversation. This reveals the history between them.,Bill and Jiyoon meet and have an awkward conversation. This reveals the history between them.,1,0,1,prediction,8,p0,,
541,0608-2,3,8_p,Lila confronts Bill for being late to the class. Bill brushes it off. This conversation reveals some of the struggles that Bill is having and the history between him and Jiyoon.,Lila confronts Bill for being late to the class. Bill brushes it off. This conversation reveals some of the struggles that Bill is having and the history between him and Jiyoon.,1 1 1,0,1 1 1,prediction,8,p,,
542,0611-1,3,8_p0,"Bill reaches his class extremely late, while everyone is leaving (the class ended 5-10 min ago, perhaps?). Yaz hates being talked down to and students start dropping out of the course. Jiyoon has a (less than successful) conversation with Elliot about student feedback and improving the curriculum.","Bill reaches his class extremely late, while everyone is leaving (the class ended 5-10 min ago, perhaps?). Yaz hates being talked down to and students start dropping out of the course. Jiyoon has a (less than successful) conversation with Elliot about student feedback and improving the curriculum.",801 1 1 1,1,801 1 1 1,prediction,8,p0,,
543,0611-1,3,8_p,"Bill reaches his class extremely late, while everyone is leaving. Lila informs him that the class ended 5-10 min ago. Bill breaks down and cries while Lila laughs like a villain, films him and then shares it with other students.","Bill reaches his class extremely late, while everyone is leaving. Lila informs him that the class ended 5-10 min ago. Bill breaks down and cries while Lila laughs like a villain, films him and then shares it with other students.",801 1 1 1 1 1,1,801 1 1 1 1 1,prediction,8,p,,
544,0612-2,3,8_p0,Yaz meets with Jiyoon and complains to her about how terrible teaching with Elliot has been.,Yaz meets with Jiyoon and complains to her about how terrible teaching with Elliot has been.,1,0,1,prediction,8,p0,,
545,0612-2,3,8_p,Bill finally makes it to his class and apologizes to Lila for being late. Yaz meets with Jiyoon and complains to her about how terrible teaching with Elliot has been.,Bill finally makes it to his class and apologizes to Lila for being late. Yaz meets with Jiyoon and complains to her about how terrible teaching with Elliot has been.,801 1 1,801,801 1 1,prediction,8,p,,
546,0614-1,3,8_p0,"Jiyoon will go to Bill to discuss his attendance and class sizes. Bill, being still hurt, will deflect the problem and say that the older faculty are the issues. ","Jiyoon will go to Bill to discuss his attendance and class sizes. Bill, being still hurt, will deflect the problem and say that the older faculty are the issues. ",1 1,0,1 1,prediction,8,p0,,
547,0614-1,3,8_p,"Bill will walk into his lecture hall and Lila is going to be pacing angrily. Lila is going to tell Bill she does not want to be his TA anymore if he keeps this up. She will say how much she loves his work and that this opportunity is amazing, but she will also say that she will not allow herself to be seen as a mockery by others because of his actions. ","Bill will walk into his lecture hall and Lila is going to be pacing angrily. Lila is going to tell Bill she does not want to be his TA anymore if he keeps this up. She will say how much she loves his work and that this opportunity is amazing, but she will also say that she will not allow herself to be seen as a mockery by others because of his actions. ",801 1 1 1,0,801 1 1 1,prediction,8,p,,
548,0615-2,3,8_p0,"Jiyoon visits the Dean for negotiation. She explains to him that she cannot let go of people by herself, and promises him to bring up student course registration if she is given just a year.","Jiyoon visits the Dean for negotiation. She explains to him that she cannot let go of people by herself, and promises him to bring up student course registration if she is given just a year.",1 1 1,1 0,1 1 1,prediction,8,p0,,
549,0615-2,3,8_p,"Bill arrives to his class late, finding Lila who is nervously trying to cover up for his lecture. Bill smoothly takes over the class and thanks Lila.","Bill arrives to his class late, finding Lila who is nervously trying to cover up for his lecture. Bill smoothly takes over the class and thanks Lila.",801 1 1 1,1 801,801 1 1 1,prediction,8,p,,
550,0615-3,3,8_p0,,,1 1 1,1131,1131 1 1,prediction,8,p0,,
551,0615-3,3,8_p,,,801 1 1,1,801 1 1,prediction,8,p,,
552,0619-2,3,8_p0,JuJu and Habi are at home waiting for Jiyoon.,JuJu and Habi are at home waiting for Jiyoon.,1,1131,1,prediction,8,p0,,
553,0619-2,3,8_p,Bill is having class. Lila helps hand out papers and field questions.,Bill is having class. Lila helps hand out papers and field questions.,1 1,801,1 1,prediction,8,p,,
554,0629-1,3,8_p0,Jiyoon and Bill have a conversation.,Jiyoon and Bill have a conversation.,1031,1031,1031,prediction,8,p0,,
555,0629-1,3,8_p,Bill and Lila have a discussion about Bill being unreliable.,Bill and Lila have a discussion about Bill being unreliable.,1,0,1,prediction,8,p,,
556,0522-1,3,9_r0,"Jiyoon had a meeting with the english department, she had to give a specific lecture spot to one of the professors and gave it to the youngest one in her efforts to ""boost morale."" Bill has a personal appointment and missed the meeting. While he is friends with Jiyoon, he is flirtatious with his students, which doesnt look good for Jiyoon. ","Jiyoon had a meeting with the english department, she had to give a specific lecture spot to one of the professors and gave it to the youngest one in her efforts to ""boost morale."" Bill has a personal appointment and missed the meeting. While he is friends with Jiyoon, he is flirtatious with his students, which doesnt look good for Jiyoon. ",132 1 131 1,103,132 1 131 1,retrodiction,9,r0,,
557,0522-1,3,9_r,"Elliot and Yaz are additional professor in the english department. Jiyoon had her first department meeting as chair, and provided an additional lecture appointment to Yaz.","Elliot and Yaz are additional professor in the english department. Jiyoon had her first department meeting as chair, and provided an additional lecture appointment to Yaz.",0 103 1,101 103,101 103 1,retrodiction,9,r,,
558,0522-3,3,9_r0,,,1 1 302,302,1 1 302,retrodiction,9,r0,,
559,0522-3,3,9_r,,,1 1,0,1 1,retrodiction,9,r,,
560,0523-2,3,9_r0,"Bill, Dafna
Bills car is impounded so he ask his student dafna for a ride to class.",Bills car is impounded so he ask his student dafna for a ride to class.,81 606,0 81,81 606,retrodiction,9,r0,,
561,0523-2,3,9_r,Elliot and Yaz discuss who will get the distinguished lectureship from Jiyoon.,Elliot and Yaz discuss who will get the distinguished lectureship from Jiyoon.,1,0,1,retrodiction,9,r,,
562,0523-4,3,9_r0,Jiyoon has a meeting with the Dean and the other staff in the English department. She talks to Yaz about something. She receives an email from someone about Bill giving Dafna a ride.,Jiyoon has a meeting with the Dean and the other staff in the English department. She talks to Yaz about something. She receives an email from someone about Bill giving Dafna a ride.,331 531 951,331,331 531 951,retrodiction,9,r0,,
563,0523-4,3,9_r,Elliot and Yaz have an argument,Elliot and Yaz have an argument,1,0,1,retrodiction,9,r,,
564,0524-1,3,9_r0,Jiyoon had a meeting with Dean. Dean urged Jiyoon to try and push Joan into retirement because she has a high salary and low enrollment.,Jiyoon had a meeting with the Dean. The Dean urged Jiyoon to try and push Joan into retirement because she has a high salary and low enrollment.,331 302,331 302,331 302,retrodiction,9,r0,,
565,0524-1,3,9_r,Elliot and Yaz discuss a hostile takeover to throw Joan under the bus. They report her salary as the highest to Jiyoon and her enrollment as the lowest so that their jobs are protected.,Elliot and Yaz discuss a hostile takeover to throw Joan under the bus. They report her salary as the highest to Jiyoon and her enrollment as the lowest so that their jobs are protected.,1 1,0,1 1,retrodiction,9,r,,
566,0525-1,3,9_r0,"Characters: Jiyoon, Dean
Jiyoon and Dean are having an intense meeting; it his her first meeting as chair. Dean is lecturing her about the problems with the department and tells her to make many changes. Jiyoon is flustered and tries defending the department, but it's no use.","Jiyoon and the Dean are having an intense meeting; it his her first meeting as chair. Dean is lecturing her about the problems with the department and tells her to make many changes. Jiyoon is flustered and tries defending the department, but it's no use.",305,305 307,305 307,retrodiction,9,r0,,
567,0525-1,3,9_r,"Yaz is asking Elliot about the potential for mobility in the department. She has been working part-time in a low pay-grade capacity for a long time, and she thinks she is deserving of a more stable position. Elliot, who has been working in the department for a very long time, tries to give her advice, but it seems outdated.","Yaz is asking Elliot about the potential for mobility in the department. She has been working part-time in a low pay-grade capacity for a long time, and she thinks she is deserving of a more stable position. Elliot, who has been working in the department for a very long time, tries to give her advice, but it seems outdated.",1 1 1,0,1 1 1,retrodiction,9,r,,
568,0526-1,3,9_r0,Jiyoon has a meeting with the Dean about downsizing the department and Bill's bad behavior,Jiyoon has a meeting with the Dean about downsizing the department and Bill's bad behavior,305,331 302,305,retrodiction,9,r0,,
569,0526-1,3,9_r,Elliot and yaz speak expressing their concerns about Jiyoon's ability to be the chair and are concerned about rumors circulating about the departments downsizing,Elliot and yaz speak expressing their concerns about Jiyoon's ability to be the chair and are concerned about rumors circulating about the departments downsizing,1 1,0,1 1,retrodiction,9,r,,
570,0526-3,3,9_r0,Bill takes Dafna on a ride in his car. Paul wants Joan and Elliot to retire. ,Bill takes Dafna on a ride in his car. The Dean wants Joan and Elliot to retire. ,1 0,0 0,1 0,retrodiction,9,r0,,
571,0526-3,3,9_r,Yaz and Elliot are fighting about resources in the English department. ,Yaz and Elliot are fighting about resources in the English department. ,1,0,1,retrodiction,9,r,,
572,0527-2,3,9_r0,Jiyoon converses with the Dean who talks about wanting to out Joan and others. Yaz talks with Jiyoon. ,Jiyoon converses with the Dean who talks about wanting to out Joan and others. Yaz talks with Jiyoon. ,302 531,0 531,302 531,retrodiction,9,r0,,
573,0527-2,3,9_r,Elliot and Yaz discuss about Joan and Elliot's role here. Elliot hurts Yaz' feelings about being new.,Elliot and Yaz discuss about Joan and Elliot's role here. Elliot hurts Yaz' feelings about being new.,1 1,0,1 1,retrodiction,9,r,,
574,0528-2,3,9_r0,Bill receives a car ride from Dafna. The Dean discusses with Jiyoon regarding Joan's retirement. ,Bill receives a car ride from Dafna. The Dean discusses with Jiyoon regarding Joan's retirement. ,632 302,632 302,632 302,retrodiction,9,r0,,
575,0528-2,3,9_r,Elliot and Yaz discuss their employment. ,Elliot and Yaz discuss their employment. ,1,0,1,retrodiction,9,r,,
576,0528-3,3,9_r0,Jiyoon meets with an administrative Board to defend Bill and advocate for professors who are marginalized. She is disheartened by the Dean's recommendations and feels she must act according to her own beliefs as Chair.,Jiyoon meets with an administrative Board to defend Bill and advocate for professors who are marginalized. She is disheartened by the Dean's recommendations and feels she must act according to her own beliefs as Chair.,1 1 1 1,0,1 1 1 1,retrodiction,9,r0,,
577,0528-3,3,9_r,Yaz wants a promotion or tenure and Elliot says no!,Yaz wants a promotion or tenure and Elliot says no!,1 1,0,1 1,retrodiction,9,r,,
578,0612-1,3,9_r0,Bill broke-up with his longstanding partner. Jiyoon struggles to assimilate to her new chair role. Bill was forced to step down. ,Bill broke-up with his longstanding partner. Jiyoon struggles to assimilate to her new chair role. Bill was forced to step down. ,1 1 1,101,1 1 1,retrodiction,9,r0,,
579,0612-1,3,9_r,"Elliot and Yaz have a conversation about her English paper. Elliot is not kind to her, and she thinks he is creepy.","Elliot and Yaz have a conversation about her English paper. Elliot is not kind to her, and she thinks he is creepy.",1 1 1,0,1 1 1,retrodiction,9,r,,
580,0613-1,3,9_r0,Jiyoon has a meeting with Paul. Paul basically tells Jiyoon to figure out a way to make the older faculty members of the school to retire. ,Jiyoon has a meeting with the Dean. The Dean basically tells Jiyoon to figure out a way to make the older faculty members of the school to retire. ,331 302,331 302,331 302,retrodiction,9,r0,,
581,0613-1,3,9_r,"Elliot, who is an older faculty member of the school, is being rude to Yaz. He doesn't want his position being taken over by Yaz.","Elliot, who is an older faculty member of the school, is being rude to Yaz. He doesn't want his position being taken over by Yaz.",1 1,0,1 1,retrodiction,9,r,,
582,0615-1,3,9_r0,Bill asks Dafna for a ride home because his car is at the shop. He and his partner are going through some troubles in their relationship. ,Bill asks Dafna for a ride home because his car is at the shop. He and his partner are going through some troubles in their relationship. ,1 632 1,0,1 632 1,retrodiction,9,r0,,
583,0615-1,3,9_r,Elliot and Yaz are discussing who is going to be getting the distinguished lectureship. They are not friends. Elliot believes he should get it because he is much more senior. They are talking about Jiyoon and how she is as the department chair. ,Elliot and Yaz are discussing who is going to be getting the distinguished lectureship. They are not friends. Elliot believes he should get it because he is much more senior. They are talking about Jiyoon and how she is as the department chair. ,1 1 1,0,1 1 1,retrodiction,9,r,,
584,0616-1,3,9_r0,Jiyoon got a call from the Dean about the ride home that Bill got from one of his students. She heard from Habi that JuJu is having thoughts that are violent in nature. She heard from Joan too.,Jiyoon got a call from the Dean about the ride home that Bill got from one of his students. She heard from Habi that JuJu is having thoughts that are violent in nature. She heard from Joan too.,981 1 0,0,981 1 0,retrodiction,9,r0,,
585,0616-1,3,9_r,"Dean is contacting Jiyoon to tell her that Elliot, Yaz and Joan's courses are under-enrolled and they should be pushed towards retirement. ","The Dean is contacting Jiyoon to tell her that Elliot, Yaz and Joan's courses are under-enrolled and they should be pushed towards retirement. ",302,302,302,retrodiction,9,r,,
586,0619-1,3,9_r0,Bill flirts with Dafna to get a ride home. Paul puts pressure on Jiyoon to force Joan into retirement. JuJu draws disturbing images at school and is sent home with Habi.,Bill flirts with Dafna to get a ride home. The Dean puts pressure on Jiyoon to force Joan into retirement. JuJu draws disturbing images at school and is sent home with Habi.,1 632 302 1 1,632 302 1 1,1 632 302 1 1,retrodiction,9,r0,,
587,0619-1,3,9_r,Bill flirts with Dafna to get a ride home. Paul puts pressure on Jiyoon to force Joan into retirement. JuJu draws disturbing images at school and is sent home with Habi. Elliot and Yaz discuss their discontent with the changes since Jiyoon became chair.,Bill flirts with Dafna to get a ride home. The Dean puts pressure on Jiyoon to force Joan into retirement. JuJu draws disturbing images at school and is sent home with Habi. Elliot and Yaz discuss their discontent with the changes since Jiyoon became chair.,1 632 302 1 1 1,632 302 1 1,1 632 302 1 1 1,retrodiction,9,r,,
588,0706-1,3,9_r0,The Dean puts pressure on Jiyoon to get his way. Bill is pushed into a corner by his colleagues. ,The Dean puts pressure on Jiyoon to get his way. Bill is pushed into a corner by his colleagues. ,1 1,331 0,331 0,retrodiction,9,r0,,
589,0706-1,3,9_r,"The Dean puts pressure on Jiyoon to get his way. Bill is pushed into a corner by his colleagues. Yaz and Elliot get into an argument in an attempt to receive a promotion. 
","The Dean puts pressure on Jiyoon to get his way. Bill is pushed into a corner by his colleagues. Yaz and Elliot get into an argument in an attempt to receive a promotion. 
",1 1 1,331 0,331 0,retrodiction,9,r,,
